"id","trial","condition","acc","obs","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10"
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",1,11,1,1,0.5,0.71,0.69,0.65,0.65,0.63,0.62,0.51,0.49,0.25,0.39
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",2,99,9,9,0.09,0.08,0.08,0.04,0.03,0.03,0.11,0,0,0.67,0
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",3,95,9,5,0.5,0,0.05,0.5,0.5,0.5,0.5,0.49,0.49,0.5,0
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",4,74,7,4,0.04,0,0,0.03,0.71,0.63,0.6,0.5,0.01,0,0
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",5,10,1,0,0.68,0.35,0.31,0.31,0.35,0.36,0.34,0.38,0.33,0.43,0
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",6,61,6,1,0,0.74,0.72,0.7,0.74,0.69,0.68,0.65,0.7,0.62,0.5
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",7,52,5,2,0,0,0.98,0.68,0.65,0.64,0.64,0.22,0.04,0.01,0
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",8,22,2,2,0.06,0,0.99,0.72,0.69,0.71,0.7,0.71,0.71,0.57,0.5
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",9,72,7,2,0.03,0.04,0.92,0.66,0.65,0.64,0.31,0.31,0,0.06,0.04
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",10,106,10,6,0.5,0.5,0.5,0.5,0.5,0.5,0.93,0.03,0.05,0.01,0.03
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",11,105,10,5,0.5,0.5,0.5,0.5,0.5,0.99,0.06,0.03,0.03,0.05,0.04
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",12,94,9,4,0.09,0.04,0.06,0.02,0.95,0.63,0.02,0.09,0.04,0.07,0.06
"75d2992aa14d8deb276eee5112b37cc0b9b98216b2c2e92fedea1d9686539eb9",13,60,6,0,0.5,0.7,0.69,0.69,0.69,0.04,0.04,0.04,0.03,0.07,0.02
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",1,106,10,6,0,0,0,0,0,0,0.97,0,0,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",2,93,9,3,0,0,0,0.74,0.75,0,0.01,0,0,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",3,31,3,1,0,0.5,0.71,0.7,0.68,0.69,0.71,0.65,0.56,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",4,108,10,8,0,0,0,0,0,0,0,0,0.99,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",5,102,10,2,0,0,0.99,0,0,0,0,0,0,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",6,74,7,4,0,0,0,0,0.73,0.72,0.74,0.67,0,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",7,75,7,5,0,0,0,0,0,0.73,0.75,0.74,0.79,0.99,0.99
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",8,66,6,6,0,0,0,0,0,0.71,0.72,0.73,0.7,0.7,0.72
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",9,87,8,7,0,0,0,0,0,0,0,0.71,0.7,0.71,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",10,103,10,3,0,0,0,0.99,0,0,0,0,0,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",11,43,4,3,0,0,0,0.74,0.71,0.73,0.73,0.71,0.76,0.76,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",12,64,6,4,0,0,0,0,0.74,0.71,0.68,0.64,0.59,0,0
"8e296a21e9040272fb1d706ca115b387992f7ad16a2f29ab8653739426a593e3",13,100,10,0,0.99,0,0,0,0,0,0,0,0,0,0
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",1,82,8,2,0.27,0.29,0.99,0.35,0.3,0,0,0,0,0,0
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",2,104,10,4,0,0,0,0,0.99,0,0,0,0,0,0
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",3,80,8,0,0.76,0.77,0.77,0,0,0,0,0,0,0,0
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",4,53,5,3,0,0,0,0.65,0.79,0.77,0.64,0.76,0.76,0.77,0.79
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",5,42,4,2,0,0,0.72,0.83,0.86,0.85,0.86,0.88,0.85,0.87,0.84
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",6,91,9,1,0,0.8,0.86,0.92,0.86,0.89,0.91,0.8,0.87,0.86,0.86
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",7,44,4,4,0,0,0,0,0.8,0.8,0.79,0.81,0.82,0.8,0.82
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",8,65,6,5,0.02,0.01,0.02,0.03,0.05,0.75,0.77,0.84,0.75,0.79,0.75
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",9,1010,10,10,0,0,0,0,0,0,0,0,0,0,0.99
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",10,61,6,1,0,0.77,0.7,0.73,0.77,0.8,0.77,0.79,0.79,0.79,0.81
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",11,99,9,9,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0,0.98,0.92
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",12,100,10,0,0.99,0.01,0.02,0.04,0.02,0.01,0.02,0.01,0.02,0.02,0.01
"13b7ac02a0bf422af15c80342e1f8880e24e4842b3979650c9bbd301ea44524c",13,90,9,0,0.74,0.8,0,0,0,0,0,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",1,96,9,6,0,0,0,0,0,0,0.63,0.79,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",2,83,8,3,0,0.04,0,0.3,0.62,0.38,0,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",3,54,5,4,0.04,0,0,0,0.2,0.38,0.55,0.6,0.49,0.31,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",4,90,9,0,0.71,0.64,0,0,0,0,0,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",5,33,3,3,0,0,0,0.25,0.56,0.69,0.68,0.6,0.44,0.38,0.23
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",6,41,4,1,0,0.25,0.53,0.66,0.74,0.45,0.3,0.19,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",7,94,9,4,0,0,0,0,0.56,0.62,0,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",8,95,9,5,0,0,0,0,0,0.84,0.62,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",9,92,9,2,0,0,0.88,0.76,0,0,0,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",10,10,1,0,0.16,0.28,0.38,0.41,0.45,0.43,0.44,0.37,0.26,0.17,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",11,21,2,1,0,0.16,0.3,0.39,0.46,0.47,0.41,0.37,0.22,0.14,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",12,106,10,6,0,0,0,0,0,0,0.99,0,0,0,0
"94b1378f82abb8f34d63f36df7d8336a9a375e1acfeb2fcd2823369b0096f794",13,105,10,5,0,0,0,0,0,0.99,0,0,0,0,0
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",1,21,2,1,0,0.48,0.5,0.5,0.74,0.74,0.74,0.75,0.5,0.77,0.75
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",2,63,6,3,0.07,0,0.04,0.04,0,0.07,0.5,0.77,0.75,0.77,0.8
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",3,91,9,1,0.06,0.5,0.81,0.81,0.8,0.82,0.83,0.8,0.8,0.82,0.8
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",4,86,8,6,0.04,0.05,0.06,0.06,0.06,0.06,0.05,0.5,0.77,0.76,0.82
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",5,11,1,1,0.02,0.5,0.5,0.5,0.74,0.75,0.74,0.75,0.76,0.75,0.82
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",6,70,7,0,0.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",7,82,8,2,0.05,0.06,0.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",8,93,9,3,0.04,0.02,0.05,0.28,0.29,0.78,0.76,0.5,0.5,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",9,85,8,5,0.02,0.04,0.06,0.04,0.03,0.04,0.28,0.29,0.27,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",10,102,10,2,0.04,0.04,0.06,0.27,0.29,0.28,0.5,0.5,0.5,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",11,51,5,1,0.02,0.05,0.24,0.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",12,33,3,3,0.03,0.03,0.04,0.05,0.28,0.21,0.24,0.5,0.5,0.5,0.5
"a73b62493a875db5b387d177ce6bb184a29d638995646cfca341f2e95e04f0dc",13,101,10,1,0.05,0.24,0.24,0.19,0.22,0.5,0.5,0.5,0.5,0.5,0.5
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",1,43,4,3,0,0.69,0.96,0.71,0.23,0.24,0.24,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",2,41,4,1,0.23,0.21,0.18,0.47,0.93,0.72,0.32,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",3,82,8,2,0.5,0.69,0.99,0,0,0,0,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",4,108,10,8,0,0,0,0.05,0,0,0,0,0.99,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",5,10,1,0,0.26,0.27,0.25,0.5,0.67,0.99,0.71,0.23,0.26,0.21,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",6,44,4,4,0.68,0.99,0.73,0.5,0.25,0.23,0.19,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",7,99,9,9,0.02,0,0,0,0,0,0,0,0,0.99,0.87
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",8,60,6,0,0.49,0.59,0.7,0.79,0.98,0,0,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",9,106,10,6,0,0,0,0,0,0,0.99,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",10,75,7,5,0,0,0,0,0,0.98,0.86,0.38,0.17,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",11,32,3,2,0,0,0.28,0.42,0.54,0.99,0.73,0.28,0.2,0.13,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",12,71,7,1,0,0.25,0.99,0.84,0.23,0,0,0,0,0,0
"741311f0528a74d69ea4cf7e4f9ae66cc14caac6529c8c50e280fed5e7b58e60",13,50,5,0,0.15,0.24,0.32,0.38,0.44,0.99,0,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",1,51,5,1,0,0.69,0.75,0.68,0.5,0.23,0.22,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",2,109,10,9,0,0,0,0,0,0,0,0,0,0.5,0.5
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",3,87,8,7,0,0,0,0,0,0,0,0.5,0.68,0.6,0.5
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",4,103,10,3,0.99,0,0,0,0,0,0,0,0,0.03,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",5,71,7,1,0,0.64,0.7,0.73,0,0,0,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",6,85,8,5,0.51,0.6,0.66,0,0,0,0,0,0,0,0.02
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",7,40,4,0,0.5,0.58,0.61,0.63,0.63,0.63,0.67,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",8,33,3,3,0.51,0.51,0.49,0.5,0.59,0.61,0.63,0.63,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",9,80,8,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",10,92,9,2,0.5,0.49,0,0,0,0,0,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",11,1010,10,10,0.99,0,0,0,0,0,0,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",12,82,8,2,0.5,0.59,0.5,0,0,0,0,0,0,0,0
"4199b4d0a75927d005ec5830aa5b0a36f65e6983fc6af061b451827a259f0747",13,94,9,4,0.5,0.5,0,0,0,0,0,0,0,0,0
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",1,60,6,0,0.21,0.73,0.26,0.7,0.66,0.35,0.61,0.42,0.37,0.47,0.49
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",2,66,6,6,0.78,0.72,0.56,0.85,0.36,0.46,0.35,0.24,0.81,0.45,0.52
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",3,101,10,1,0.58,0.64,0.68,0.66,0.09,0.31,0.23,0.25,0.24,0.67,0.67
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",4,30,3,0,0.19,0.39,0.2,0.78,0.75,0.7,0.57,0.32,0.06,0.04,0.7
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",5,92,9,2,0.3,0.16,0.6,0.71,0.45,0.32,0.52,0.43,0.5,0.61,0.77
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",6,41,4,1,0.7,0.84,0.33,0.22,0.37,0.78,0.16,0.68,0.55,0.76,0.46
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",7,108,10,8,0.73,0.57,0.67,0.83,0.45,0.24,0.61,0.75,0.2,0.68,0.5
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",8,44,4,4,0.64,0.71,0.64,0.16,0.29,0.14,0.25,0.64,0.24,0.22,0.32
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",9,63,6,3,0.75,0.86,0.8,0.64,0.29,0.06,0.06,0.04,0.06,0.05,0.04
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",10,101,10,1,0.01,0.75,0.73,0.82,0.89,0.64,0.38,0.21,0.26,0.14,0.11
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",11,70,7,0,0.81,0.84,0.75,0.5,0,0.03,0,0,0.01,0,0.01
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",12,99,9,9,0,0.04,0.01,0.03,0.04,0.01,0.04,0.01,0,0.73,0.75
"f95650d6a6575f1ea884fb21a72b3c7a970887bf0faf071a071c04d7bb0f13a6",13,40,4,0,0.36,0.38,0.49,0.5,0.33,0.31,0.35,0.3,0.31,0.33,0.41
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",1,97,9,7,0.75,0.87,0.8,0.8,0.8,0.82,0.88,0.78,0.73,0.79,0.81
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",2,94,9,4,0.62,0.7,0.66,0.69,0.77,0.6,0.65,0.65,0.65,0.69,0.67
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",3,107,10,7,0.72,0.81,0.8,0.77,0.73,0.73,0.68,0.71,0.72,0.67,0.67
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",4,55,5,5,0.38,0.37,0.22,0.25,0.35,0.99,0.55,0.46,0.35,0.33,0.33
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",5,92,9,2,0.1,0,0,0.78,0.46,0.38,0.37,0.33,0.23,0.15,0
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",6,54,5,4,0,0,0.04,0,0.69,0.54,0.45,0.36,0.27,0.21,0.08
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",7,80,8,0,0.86,0.72,0.51,0.42,0.38,0.38,0.25,0.27,0.21,0.16,0
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",8,83,8,3,0,0.17,0.23,0.67,0.53,0.44,0.35,0.33,0.31,0.25,0.07
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",9,60,6,0,0.81,0.6,0.5,0.43,0.37,0.3,0.25,0.13,0.04,0,0
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",10,66,6,6,0,0,0.1,0.19,0.05,0.22,0.72,0.5,0.34,0.27,0.2
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",11,41,4,1,0,0.81,0.66,0.52,0.48,0.46,0.41,0.39,0.31,0.2,0.14
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",12,95,9,5,0.08,0.21,0.08,0.04,0.04,0.73,0.48,0.35,0.31,0.24,0.14
"11434c192437876b010e9cc4ba71af3df469a760ed5ae1672bace82d848f11c5",13,32,3,2,0.14,0.16,0.82,0.76,0.62,0.53,0.51,0.44,0.42,0.39,0.38
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",1,21,2,1,0,0.34,0.35,0.38,0.37,0.35,0.35,0.36,0.33,0.32,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",2,100,10,0,0.99,0,0,0,0,0,0,0,0,0,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",3,87,8,7,0,0,0,0,0,0,0,0.64,0.66,0.64,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",4,55,5,5,0,0,0,0,0,0.52,0.51,0.54,0.52,0.33,0.35
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",5,72,7,2,0.02,0,0.35,0.38,0.59,0.56,0.61,0.41,0.41,0,0.02
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",6,107,10,7,0,0,0.02,0.02,0,0.02,0,0.99,0,0,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",7,43,4,3,0,0,0,0.42,0.39,0.61,0.35,0.41,0.04,0,0.02
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",8,20,2,0,0.4,0.39,0.39,0.53,0.45,0.31,0.4,0.33,0.23,0,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",9,71,7,1,0,0.44,0.37,0.65,0.41,0.43,0.34,0,0,0,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",10,90,9,0,0.49,0.49,0,0,0,0,0,0,0,0,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",11,84,8,4,0,0,0,0,0,0.52,0.52,0,0,0,0.03
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",12,74,7,4,0,0,0,0,0.5,0.56,0.53,0.56,0,0,0
"a9596832cfd284240d334af454d106874d84e191257ab8448dc679e9d578076c",13,82,8,2,0,0,0.6,0.4,0.4,0,0,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",1,51,5,1,0,0.97,0.74,0.74,0.54,0.28,0.29,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",2,30,3,0,0.23,0.76,0.73,0.73,0.67,0.29,0.24,0.26,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",3,100,10,0,0.98,0,0,0,0,0,0,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",4,106,10,6,0,0.01,0,0.01,0,0,0.99,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",5,1010,10,10,0,0,0,0,0,0,0,0,0,0,0.98
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",6,60,6,0,0.3,0.79,0.74,0.74,0.24,0,0,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",7,72,7,2,0,0,0.3,0.74,0.5,0.23,0.02,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",8,76,7,6,0,0,0,0,0,0,0.47,0.59,0.8,0.44,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",9,73,7,3,0.02,0,0,0.69,0.74,0.5,0.27,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",10,107,10,7,0,0,0,0,0,0,0,0.99,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",11,50,5,0,0.28,0.46,0.76,0.64,0.3,0.16,0.05,0,0,0,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",12,98,9,8,0,0,0,0,0,0,0.05,0,0.82,0.15,0
"96c5bc34cb232458ad76354ce252744c39ef3fed336dea5fbc5d6f8348642a45",13,64,6,4,0,0,0,0,0.49,0.74,0.73,0.43,0.29,0,0
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",1,82,8,2,0,0,0.75,0.74,0.73,0.01,0.05,0.03,0.03,0.04,0.03
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",2,101,10,1,0,0.95,0,0,0,0,0,0,0,0,0
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",3,93,9,3,0,0,0,0.7,0.68,0,0,0,0,0,0
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",4,53,5,3,0.03,0,0,0.76,0.74,0.75,0.73,0.71,0.49,0,0
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",5,20,2,0,0.5,0.74,0.72,0.71,0.71,0.74,0.5,0.5,0.25,0,0.05
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",6,21,2,1,0,0.67,0.7,0.72,0.71,0.67,0.5,0.5,0.5,0.28,0.04
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",7,102,10,2,0.04,0.02,0.74,0.74,0.71,0.71,0.71,0.69,0.68,0.7,0.5
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",8,52,5,2,0.06,0.01,0.71,0.71,0.68,0.71,0.68,0.5,0.02,0.03,0.04
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",9,104,10,4,0.05,0.01,0.01,0.01,0.99,0,0,0,0,0,0
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",10,92,9,2,0.04,0.04,0.79,0.79,0.02,0.06,0.05,0.04,0.03,0.08,0.08
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",11,77,7,7,0.04,0.01,0,0.04,0.05,0.04,0.02,0.77,0.78,0.74,0.5
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",12,76,7,6,0,0.03,0.03,0.04,0.03,0.03,0.73,0.76,0.72,0.5,0.01
"53df75571d14ec99d590c40c7e6aebba8d506197df2c19929a851dd82634f222",13,66,6,6,0.02,0.01,0.03,0.03,0.02,0.04,0.78,0.76,0.73,0.74,0.5
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",1,50,5,0,0.32,0.32,0.34,0.55,0.6,0.74,0,0,0,0,0
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",2,94,9,4,0,0,0,0,0.73,0.81,0,0,0.01,0,0
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",3,71,7,1,0,0.66,0.66,0.37,0.23,0,0,0,0,0,0
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",4,64,6,4,0,0,0,0,0.31,0.7,0.62,0.36,0.16,0,0
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",5,86,8,6,0.01,0.01,0,0,0,0,0.33,0.6,0.37,0.01,0.01
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",6,65,6,5,0.04,0.01,0.01,0.02,0.02,0.19,0.54,0.71,0.54,0.34,0.01
